Date,Open,High,Low,Close,Adj Close,Volume
2023-04-09,22478.470703,22671.167969,22448.580078,22500.433594,22500.433594,7546295569
2023-04-10,22504.115234,22964.648438,22404.376953,22792.720703,22792.720703,9794523775
2023-04-11,22795.117188,24035.216797,22814.986328,23930.103516,23930.103516,15560993288
2023-04-12,23930.667969,24559.476563,23882.566406,24324.951172,24324.951172,16188116939
2023-04-13,24322.154297,24520.164063,23861.074219,24126.703125,24126.703125,14931112381
2023-04-14,23929.527344,24373.728516,23932.955078,24270.917969,24270.917969,13962371325
2023-04-15,24279.298828,24741.669922,24216.345703,24539.738281,24539.738281,18240366979
2023-04-16,24543.802734,24633.146484,24346.695313,24405.146484,24405.146484,9611762161
2023-04-17,24403.117188,24611.783203,24275.818359,24447.878906,24447.878906,10366792409
2023-04-18,24449.322266,24450.976563,23681.550781,23796.367188,23796.367188,14443622198
2023-04-19,23799.636719,24624.330078,23563.269531,24465.378906,24465.378906,15678845723
2023-04-20,24462.671875,24465.845703,23066.939453,23191.218750,23191.218750,19770699254
2023-04-21,23192.025391,23363.265625,22553.113281,22705.197266,22705.197266,17154192591
2023-04-22,22707.804688,22792.666016,21854.677734,21935.599609,21935.599609,16694419711
2023-04-23,21926.742188,22414.275391,21849.279297,22370.333984,22370.333984,10555479504
2023-04-24,22369.242188,22372.539063,22034.839844,22165.677734,22165.677734,10271252640
2023-04-25,22165.953125,22481.859375,21711.904297,22020.271484,22020.271484,14162630664
2023-04-26,22011.898438,22860.365234,21826.148438,22802.392578,22802.392578,14284622198
2023-04-27,22796.320313,24168.097656,21926.830078,22790.658203,22790.658203,25542228401
2023-04-28,22795.279297,23921.701172,22774.769531,23584.421875,23584.421875,21727725102
2023-04-29,23590.205078,23664.472656,23127.833984,23343.347656,23343.347656,13958516620
2023-04-30,23340.408203,23432.609375,23132.556641,23260.152344,23260.152344,8479566580
2023-05-01,23257.789063,23819.650391,23153.216797,23306.751953,23306.751953,11667546281
2023-05-02,23273.542969,23353.990234,22151.250000,22500.617188,22500.617188,14942650535
2023-05-03,22497.097656,23156.361328,22334.355469,22987.365234,22987.365234,13170939709
2023-05-04,22987.330078,23280.875000,22474.208984,23077.941406,23077.941406,15214581149
2023-05-05,23097.828125,23362.787109,22815.578125,22927.757813,22927.757813,12357872001
2023-05-06,22930.751953,23464.337891,22930.218750,23367.664063,23367.664063,14191447302
2023-05-07,23371.205078,23593.744141,22524.703125,22869.396484,22869.396484,12591083172
2023-05-08,22867.021484,23069.486328,22517.031250,22529.656250,22529.656250,8948017727
2023-05-09,22526.076172,22683.826172,21645.931641,21957.570313,21957.570313,15161708978
2023-05-10,21958.201172,22064.958984,21708.578125,21909.511719,21909.511719,11191767347
2023-05-11,21906.232422,22353.201172,21303.695313,21876.761719,21876.761719,16359819693
2023-05-12,21876.232422,21872.517578,21413.330078,21587.292969,21587.292969,13371213329
2023-05-13,21530.386719,21666.519531,21467.212891,21586.617188,21586.617188,9200342016
